userName,score,at,label_data,content
Guruku Sam Alif,5,11/19/2022 10:50,positif,Sangat membantu dalam melakukan pembayaran
Hamdullah Arrasy,5,11/19/2022 10:49,positif,"Sangat bagus dan sangat berguna,, fiturnya juga sangat lengkap"
Rahmad Dodi,5,11/19/2022 10:41,positif,"Aplikasi sangat membantu� sudah suka, semoga semakin baik aplikasinya"
Haziratul Sabila,1,11/19/2022 10:41,negatif,"mau kirim uang gak bisa, padahal udah diverifikasi"
Harja Hy,3,11/19/2022 10:21,negatif,Kenapa akhir ini aplikasi setiap kali dibuka langsung keluar sendiri?
Sutarman Tegar,5,11/19/2022 10:19,positif,"Oke keren banget LinkAja, bisa memuaskan pengguna untuk transfer"
Apah Eko Karluwasono,5,11/19/2022 10:16,positif,"Mantap sukses selalu linkaja,, semoga semakin banyak bonusnya"
Tri Anggit,1,11/19/2022 9:16,negatif,Tolong diperbaiki lagi jangan buat pengguna susah
Nik Aminuddin,5,11/19/2022 9:10,positif,"Mantap fitur lengkap, bisa bayar tagihan apapun dan lebih murah"
pegi nugroho,1,11/19/2022 4:41,negatif,Pelayanan buruk akun terblokir gak ada solusi
Alpin Kusnadi,5,11/19/2022 4:39,positif,"Sampai sekarang  tetap setia pakai linkaja, karena sudah nyaman"
manda azkiya nahla,5,11/19/2022 4:29,positif,"Sangat bermanfaat untuk yang suka belanja online, bisa pakai linkaja"
Imam Mahsun,5,11/19/2022 4:26,positif,"Mudah,, biaya admin juga murah, aman dan terpercaya 👍"
ruhan pranata,2,11/19/2022 3:56,negatif,"Sulit untuk login,,, tolong perbaiki"
Dede Zakaria,1,11/19/2022 3:21,negatif,Transaksi selalu gagal dan sulit digunakan
Hendra Art,1,11/19/2022 3:18,negatif,"Pelayanan, respon, dan kebijakannya buruk"
Stamet Bima,1,11/19/2022 2:44,negatif,"Saya kemarin transaksi pembayaran kartu � saldo sudah dipotong tapi transaksi gagal, jadi hilang"
MuhamadYudistira Nugraha,1,11/19/2022 2:26,negatif,Kenapa berubah?? Pelayanannya jadi lebih buruk
aria bagus trimurty,3,11/19/2022 2:12,negatif,Upgrade versi gak bisa buka??? Bagaimana ini
N.A.C _Fams,1,11/19/2022 2:12,negatif,Transaksi di linkaja buruk dan lemot dan baru kali ini saya kecewa
finsen gedho,1,11/19/2022 1:55,negatif,"Aplikasi gak jelas baru dibuka, tiba-tiba keluar sendri"
Sumiati Aty,1,11/19/2022 1:55,negatif,"Transaksi dibatasi, aneh, lemot juga, harus diperbaiki"
0001 Adi Prasetyo,3,11/18/2022 23:47,negatif,"Setiap akan mendaftar saya selalu gagal, akun tidak dapat di akses"
Didi Surahman,1,11/18/2022 19:14,negatif,Saldo ditahan gak terkirim kirim tapi saldo kepotong !! Malas
Bang Nizar Official,5,11/18/2022 17:19,positif,Aplikasi yang sangat membantu dalam segala aktivitas keuangan
Doni Hermanto,5,11/18/2022 17:18,positif,"Mantap aplikasinya bagus,, fitur juga lengkap untuk dipakai"
Muhamad dayat,5,11/18/2022 17:13,positif,"sangat membantu, bisa bayar pulsa listrik dimana saja dan kapan saja"
Ogie Oghel00,4,11/18/2022 17:02,positif,"kalau untuk harga pulsa di linkaja murah, jadi lebih hemat"
Ikhy20 Rendra,5,11/18/2022 16:57,positif,"aplikasinya sangat bagus dan mudah digunakan, tapi ada saran untuk bisa menambah fitur pembayaran lainnya"
Rudy Team5,1,11/18/2022 16:39,negatif,Aplikasinya masih buruk... Tolong diperbarui jangan mempersulit
Adee Kwak kwak,1,11/18/2022 16:30,negatif,"fiturnya banyak, tapi susah digunakan.. Lemot juga"
wonosari Flovers,5,11/18/2022 15:57,positif,"sangat menyenangkan,, lebih senang lagi kalau banyak bonusnya"
Doni Anggoro,5,11/18/2022 15:54,positif,Bermanfaat untuk segala pembayaran digital...
Gita Herlina Putri,5,11/18/2022 15:28,positif,"bisa hemat kalau transaksi di linkaja, karena sering ada bonus"
Saiful Japra,1,11/18/2022 15:04,negatif,aplikasi jelek... Kurang dalam pelayanan� admin sering sibuk
Subiyatno No,3,11/18/2022 13:53,negatif,Saya tidak bisa untuk bertraksaksi baik transfer bank atau ke ewalet selalu gagal� sampai ditipu
Ali Yuli,4,11/18/2022 13:09,positif,Bagus untuk keperluan transaksi ke bank lain
Zain Hafidin,1,11/18/2022 12:53,negatif,"Sering eror,, tidak rekomendasi, susah verifikasi, sering gangguan"
Joko Purnomo,4,11/18/2022 12:09,positif,"Cepat, lancar dan tidak ribet, terima kasih 👍"
farouk rustamunaf,5,11/18/2022 11:45,positif,Membantu saya bayar tagihan karena daerah terpencil dan sulit diakses
ro ci,4,11/18/2022 11:40,positif,"mudah digunakan, bisa untuk bayar pulsa listrik"
Mas Buambang,4,11/18/2022 11:37,positif,"Mantap, dapat digunakan dimanapun, mudah dan murah"
Teguh Pramono,5,11/18/2022 9:49,positif,"Aplikasi mantap, terimakasih telah membantu dalam kebutuhan transaksi cepat aman terpercaya!!!!!!"
Zul karnain,5,11/18/2022 8:20,positif,"Bsa digunakan untuk semua penjual untuk mengatur keuangan,, karena lebih mudah"
Diwan N,5,11/18/2022 8:19,positif,Semua layanan jadi mudah karena aplikasinya juga cepat
Arya Adi,5,11/18/2022 8:10,positif,"Sangat membantu, transfer bank ke semuanya bisa banget"
Usep Gasspool,5,11/18/2022 8:09,positif,sering dapat bonus kalau beli pulsa atau bayar tagihan di linkaja
metha mardiyah,5,11/18/2022 8:01,positif,Transaksi lebih mudah dan nyaman dgn link aja
SARMA BIN BASYIR,5,11/18/2022 7:47,positif,Terimakasih link aja bisa buat simpan uang lebih enak
Nendie melodichis,5,11/18/2022 7:04,positif,"Kalau bisa lebih murah lagi, supaya pengguna semakin banyak yang pakai dana"
Irma Yana,5,11/18/2022 6:54,positif,Sangat membantu dalam memuaskan pelanggan dalam transaksi onlien
Yon Setiaone,5,11/18/2022 6:44,positif,"Bayar tagihan cepat banget, mudah dan aman pastinya"
darwis bugis,5,11/18/2022 6:36,positif,Sangat menguntungkan pengguna dalam membayar tagihan 🙏🙏🙏
WijiUtami (Wiwi),5,11/18/2022 6:26,positif,"cepat kalau ada transaksi masuk, dan selalu tepat waktu"
Abdul Fatah,5,11/18/2022 6:00,positif,"Linkaja sudah bagus semua dengan fitur lengkap, hanya transfer belum bisa gratis ."
kurnaen,5,11/18/2022 5:53,positif,"Aplikasi yang membantu, keren bisa buat aplikasi selengkap ini"
BisaAja! Merchandise Custom Design,5,11/18/2022 4:59,positif,Sangat membantu Bisnis Kecil saya dalam bertransaksi 👍🥰👏
Diki Saputra,5,11/18/2022 4:48,positif,"lebih enak pasti kalau transfer pakai linkaja, dijamin puas"
Chevi Sunarya,5,11/18/2022 4:33,positif,"Oke banget, cepat kirim saldo ke pengguna lain,,"
Safrizal,5,11/18/2022 4:29,positif,Cepat dan akurat ditambah promonya .. Keren dan bisa diandalkan
Rinom M,5,11/18/2022 4:17,positif,"Aplikasinya mantap,, layanannya cepat, bisa buat bayar online,, 👍👍"
Mexie Pratama,3,11/18/2022 2:57,negatif,kenapa tidak bisa? adminnya gak respon
Abdurrahman Haqqoni,1,9/11/2022 23:53,negatif,"Shopee semakin pelit ya sudah gak ada minimal, jadi naik minimal 40 ribu!! Mahal banget padahal pakai shopeepay.."
Seng Sueng,5,9/11/2022 23:49,positif,"Bagus banget shopee,, sangat terbantu karena ada fitur shopeepay yang bisa transfer ke bank dan bayar transaksi online!!!"
Putra Daulay,3,9/11/2022 23:47,positif,setiap mau belanja prosesnya cepat karena bayarnya pakai shopeepay..��👍�
Herlina Dewirosita,3,9/11/2022 23:47,negatif,"Kecewa sama shopee lama banget uang saya belum kembali ke saldo shopeepay, padahal kalau batal dari penjual biasanya langsung kembali.."
Devina Nugrahadi,4,9/11/2022 23:46,positif,"fitur shopee sangat membantu,, untuk shopeepay semoga semakin banyak bonusnya!!!"
Eka. Dalimunthe219,5,9/11/2022 23:46,negatif,Tolong segera peroses transfer shopeepay ke bank. Sudah lama tapi tetap sedang proses.lagi butuh tapi Lemot
Tata Wijaya,5,9/11/2022 23:45,positif,"Puas banget pakai shopeepay kalau untuk belanja, sangat mudah"
Deby Mustika,2,9/11/2022 23:03,negatif,"Gak ada gratis ongkir sekarang jadi malas,, Biasanya pakai shopeepay banyak gratis ongkir.. sekarang gak ada.."
Ilham Yahya,3,9/11/2022 22:52,positif,Shopee keren� Mau buka shopeepay untuk bayar kebutuhan belanja jadi aman!!!
Indah Fatmawati,3,9/11/2022 22:26,positif,lancar dan aman.. Transfer lewat shopeepay juga cepat masuk..
Fajrina Tsabitah,2,9/11/2022 22:26,negatif,update semakin lemot .. semakin susah pakai bonus shopeepay.. Pengguna lama kecewa.. 
Infinix nix,5,9/11/2022 22:21,positif,"Sangat mudah dan efesien untuk transaksi di shopeepay, terima kasih.."
Lily Andriani,1,9/11/2022 22:19,negatif,Kenapa lama sekali ya transfer dari shopeepay ke rekening bank?
Raka Dewa,1,9/11/2022 22:11,negatif,"Saya pakai shopee sudah 5 tahun dan sekarang mulai eror , sudah lapor tapi belum ada respon"
tali roso,5,9/11/2022 22:08,positif,Bagus.. bayar di shopee jadi mudah karena pakai shopeepay..
Oppo A15ANC,5,9/11/2022 22:01,positif,"Bagus banget, cepat dan aman karena pakai fitur shopeepay yang keren!!!"
Muhral Ral,5,9/11/2022 16:54,positif,Sangat membantu dan memudahkan yang punya usaha online👍👍�
Achmad Faysal,4,9/11/2022 16:54,positif,mudah dalam transfer uang dan sangat membantu🥰
pey inarra,4,9/11/2022 16:50,positif,"cukup bagus aplikasinya,, pasti pengguna puas😍"
Atep Andriatna,1,9/11/2022 16:46,negatif,Verifikasi ktp.. ribet.. aplikasi jelek..
Edi Rohedi,5,9/11/2022 16:45,positif,"Dana oke membantu saya, tapi semoga bonusnya semakin banyak 😍"
Rusdi Saputra,5,9/11/2022 16:45,positif,sangat membantu bagi pengguna yang ingin kemudahan transaksi
dd sutarya,4,9/11/2022 16:45,positif,Dana sekarang bagi saya oke dan selalu aman
Damar Peto,1,9/11/2022 16:42,negatif,Mau isi saldo saja susah banget gagal kayaknya lebih dari 3 kali.. 
Meri Ame,5,9/11/2022 16:41,positif,"senang pakai dana, cepat dan tidak ribet."
Bismar Nasution,4,9/11/2022 16:41,positif,baik aplikasinya� cukup puas dan transaksinya mudah
Al Sobirin,5,9/11/2022 16:40,positif,"Mantap, bisa membuat pengeluaran lebih hemat"
Khaerudin Khaerudin,5,9/11/2022 16:38,positif,Bagus aplikasinya.. Kalau transfer juga gratis
Defrian Putra,1,9/11/2022 16:37,negatif,"waktu isi saldo saja langsung masuk, waktu transfer dari ovo ke rekening bank gak masuk ."
Suryo Rubiyanto,1,9/11/2022 16:35,negatif,"gak ada keuntungan sering pakai ovo, saya pakai ovo gak pernah dapat diskon, jadi hapus saja!!!"
Muhammad Risal,5,9/11/2022 16:33,positif,Sangat baik dan membantu untuk hemat uang
Akhi Datul,5,9/11/2022 16:31,negatif,"Minta upgrade dana premium, pelayanannya gak jelas .. Akibatnya isi ulang 2 kali, hilang uangnya"
rukman sumirta,5,9/11/2022 16:27,positif,"Bisa bayar kalau belanja online, lebih hemat. Oke banget linkaja.. "
Dicky 2022,5,9/11/2022 16:24,positif,"semoga lebih baik lagi, dan semakin sukses"
Lalu Kamaludin,5,9/11/2022 16:24,positif,Aplikasi yang sangat bagus untuk keperluan transaksi
Issa Alviyandha,5,9/11/2022 16:22,positif,"Pakai Link aja saja, bagus banget, sudah terbukti..."
Masa Depan,5,9/11/2022 16:14,positif,puas dan memudahkan pengguna untuk memenuhi kebutuhan
MAS LUNG Official,5,9/11/2022 16:14,positif,Mudah dan mantap dipakai transfer dan belanja online
Dendi Rohendi,5,9/11/2022 16:13,positif,Mantap.... Sangat bermanfaat dan cepat kirim online🤗
Bin Lamato,3,9/11/2022 16:11,negatif,"kenapa tidak bisa upgrade ke DANA Premium? selalu gagal, tulisan selalu ""pemeliharaan sistem"".. tolong diperbaiki cepat"
Hikma,1,9/11/2022 16:05,negatif,Tolong aplikasinya diperbaiki lagi uang saya ditahan di aplikasi ini karena tidak bisa transfer ke bank lain.
Sukma Firdaus,4,9/11/2022 16:03,positif,"Keren.. Untung pakai ovo untuk simpan uang, jadi aman"
Asse Chembonk,5,9/11/2022 15:59,positif,Terpercaya dana.. Tolong jaga kualitasnya
Andi Permana,4,9/11/2022 15:57,negatif,Sering transaksi di dana tapi tidak muncul untuk fitur pinjamannya.. Kecewa.. 😢
Henri Hermawan,5,9/11/2022 15:55,Positif,"dana terbaik, banyak keuntungan kalau pakai dana😍"
wisnu bayu,4,9/11/2022 15:54,negatif,"parah, nomor dana yang dulu hilang mau ganti baru..akun yang dulu bisa diblok?? "
Ahmad Mukhlas,5,9/11/2022 15:53,positif,"sangat memuaskan dan aman pasti, tidak diragukan👍👍👍👍"
rayhan yedo,5,9/11/2022 15:53,positif,"Puas pakai linkaja, masih belum ada keluhan juga!!"
Akun Kau,1,9/11/2022 15:49,negatif,"Mau coba login saja ribet, susah banget"
Pita Cupi,5,9/11/2022 15:45,positif,"Segera daftar dana agar transaksi semakin nyaman, mudah daftar dana"
Matias Dinamit,3,9/11/2022 15:45,positif,kirim uang jadi mudah dan cepat karena dengan aplikasi ini
Fa_OfficiaL _L,4,9/11/2022 15:44,positif,"Oke ini sangat bagus, banyak bonus dan keuntungan lain"
Ismail Sby,5,9/11/2022 15:41,positif,"bagus banget,, selalu jadi penyelamat kalau mau transfer"
Senia Arumi,1,9/11/2022 15:39,negatif,lama banget gak respon masalah ini padahal dihubungi lewat nomor umum.. Tolong yang mengunakan aplikasi ini pastikan aman
duwi Putrakrui,4,9/11/2022 15:38,negatif,"Saya suda capek dengan aplikasi dana apa bisa data saya dihapus?? kesal capek, gimana caranya hapus data?"
HERAWAN ONE,4,9/11/2022 15:37,positif,cukup cepat untuk kirim uang dan isi saldo.. Terima kasih
Yah Bott,1,9/11/2022 15:32,negatif,"Download susah, Pakai bermasalah, Padahal coba yang lain lancar!!!"
Vian 27,4,9/11/2022 15:26,positif,"mudah dipakai dan fiturnya juga lengkap, langsung pakai"
Achmad Sholeh,5,9/11/2022 15:23,positif,"sangat bagus untuk yang butuh simpan uang,, pengganti atm"
Bang Jay,1,9/11/2022 15:18,negatif,"Gak ada cara lain masuk aplikasi,hanya melalui seluler sementara nomor hilang/ tidak aktif,,, aplikasi payah !!!..."
Innaka Apealla,5,9/11/2022 15:11,positif,"Praktis, mudah, cepat.. enak banget pakai ovo!!!!!!!!!!!!"
Evan Zai,5,9/11/2022 15:05,positif,"menggunakan link aja selalu puas, Sampai sekarang tetap jadi andalan."
Safruddin Udin,5,9/11/2022 15:04,positif,"Mantap banget, transfer cepat masuk ke rekening"
Benny Hermanto,1,9/11/2022 15:00,negatif,"Transfer ke bank bermasalah, uang tidak masuk, kadang hilang, kirim pesan ke pusat bantuan mengalami gangguan"
Malvinas Saputro (Malvinas jes),5,9/11/2022 14:59,positif,"Mantap banget aplikasinya, semoga selalu stabil dan banyak bonus"
rani rani,5,9/11/2022 14:58,positif,cukup bagus... tambah lagi bonusnya agar semakin mantap
Markos Ganteng,3,9/11/2022 14:54,negatif,Kenapa atur pin tidak bisa lagi?? Aplikasi aneh
chairul huda,1,9/11/2022 14:47,negatif,"Dari semua aplikasi, ovo paling membuat bingung, gak suka. Kalau sudah keluar dan mau login ke nomor lain susah bahkan gak bisa."
JALAN SUGIH CHANEL,5,9/11/2022 14:40,positif,"Ovo fiturnya lengkap,, jadi sudah bagus dan aman"
Ryandi Mtt,1,9/11/2022 14:40,negatif,Aplikasi ovo sangat sulit untuk transfer...... Susah untuk masuk
Ir Wanda,5,9/11/2022 14:39,positif,Saya senang bisa transfer uang di aplikasi ini
Farid Maruf,4,9/11/2022 14:38,positif,"Cepat untuk transaksi, beli pulsa dan belanja"
Herlianti Anti,5,9/11/2022 14:37,positif,sangat bagus apalagi untuk saya yang sering belanja online
Dewa chanel,1,9/11/2022 14:37,negatif,Kenapa sering gagal transfer padahal sudah primer
Emar Emar,5,9/11/2022 14:32,positif,puas dengan ovo dipakai bayar pulsa dan transfer ke bank
devi rivan,1,9/11/2022 14:29,negatif,Kenapa tidak bisa login... alasan aplikasi telah dimodifikasi... gak jelas�
Langit Biru,5,9/11/2022 14:25,positif,Oke sampai sekarang sangat nyaman dipakai untuk transaksi online
ali da'i,1,9/11/2022 14:21,negatif,"Kesal pakai aplikasi ini.. kirim dana macet, lama banget prosesnya, hapus saja jangan download"
Cipta Handayani,5,9/11/2022 14:20,positif,Keren. Transfer jadi mudah dan cepat banget🤗
Setiawan Ridwan,1,9/11/2022 14:16,negatif,Beli token listrik prosesnya lama�
Papa Husnih,5,9/11/2022 14:13,positif,"Linkaja memang aplikasi keuangan terbaik,, bisa diandalkan"
Muhammad Panji Utomo,1,9/11/2022 14:09,negatif,Kenapa tidak bisa transfer ya?? Padahal butuh banget.. Aneh aplikasinya
Juli adi,4,9/11/2022 14:04,positif,"Oke banget sejauh ini, semoga semakin bagus"
Sepia Ratu Fadilah,5,9/11/2022 13:54,positif,Mudah dan praktis. Dijamin aman dan cepat pelayanannya
Tiar Mp3,1,9/11/2022 13:46,negatif,"Aplikasi gak berguna verifikasi susah, pembayaran semakin mahal"
samboe ramdani,1,9/11/2022 13:24,negatif,"Aplikasi buruk,, mau login saja susah.. Jadi malas pakai"
Heri Gunawan,1,9/11/2022 13:23,negatif,"Aplikasi buruk,, gak jelas, sudah minta update setiap hari, tetap saja bermasalah"
Rosmia Moc,3,9/11/2022 13:20,negatif,"Kenapa gojek semakin susah dipakai?? Eror, susah masuk lagi ke aplikasinya, padahal butuh gopay"
Soerya Adi Prasetyo,5,9/11/2022 13:17,positif,Sangat membantu. Kirim pesanan jadi mudah. Bayar pakai gopay juga mudah.
Malik Ariyamko,5,9/11/2022 13:16,positif,Sangat bagus dan berguna bagi saya yang sering berlangganan
FAHAD HAKIM,1,9/11/2022 13:16,negatif,"Selalu gagal upgrage gopay,, datanya tidak terdaftar, padahal sudah jelas dan sudah terdaftar"
erni sipayung,5,9/11/2022 13:15,positif,"matap gopay.. Bisa bayar pulsa, tagihan, dan isi saldo tanpa ribet"
Nispa Umasugi,5,9/11/2022 13:13,positif,mantap gopay!!! Selalu aman dan nyaman dipakai dimana saja�
Fredy S GO-JEK Driver,4,9/11/2022 13:12,positif,Oke banget.. Semoga semakin banyak bonusnya dan bisa meningkat
Andri Setiawan,5,9/11/2022 13:07,negatif,Kapan ada bonusnya??? Agar bisa bersaing dan gak kalah sama aplikasi lain!!
irwan sidik,5,9/11/2022 13:01,positif,terimakasih gojek! Membantu sekali karena fitur gopay untuk pembayaran
Suzana Rina Agustina,5,9/11/2022 12:55,positif,Senang bisa bayar pakai gopay di gojek. Semoga semakin meningkat!!!
Robert Daniel,2,9/11/2022 12:55,negatif,Tolong pihak gojek saya transfer uang pakai gopay ke rekening kenapa lama sekali terkirim nya. Bagaimana ini???? 
Raka Aditya,5,9/11/2022 12:52,positif,"Transfer cepat, hitungan detik selesai, keren linkaja"
judawi -,5,9/11/2022 12:52,positif,"masih lancar, kalau mau simpan uang bisa pakai aplikasi ini..."
Rhyan Perkasa,5,9/11/2022 12:48,positif,Sangat lancar dan transaksinya selalu cepat. Sukses selalu!!!
Murottal Tv,5,9/11/2022 12:47,positif,Sangat bermanfaat untuk saya yang suka dengan kemudahan
Dedi Sufardin,5,9/11/2022 12:46,positif,"Sangat puas dengan pelayanan gopay,, cepat dan tepat"
Ifah Firmnsyh,1,9/11/2022 12:46,negatif,"Aplikasinya jelek sudah masuk keluar lagi,, mau coba gopay gak jadi"
Prasetiyo Arif,5,9/11/2022 12:41,positif,Banyak promonya 👍 karena sudah sering pakai gopay juga
Khariyah Fahrazi,5,9/11/2022 12:38,positif,Banyak Kemudahan apalagi bayar lewat gopay
Agan Maulana,5,9/11/2022 12:28,positif,"keren, gopay menjadi salah satu aplikasi pilihan terbaik untuk transaksi online"
Aldi Rijansah P,1,9/11/2022 12:28,negatif,"Aplikasi sulit diakses, gopay sering eror"
Ardhya Roliek,5,9/11/2022 12:22,positif,Bagus gopay.. Semoga semakin banyak bonus dan diskon!!!!!!!!
yasykur. Offc,1,9/11/2022 12:16,negatif,Kenapa sekarang kalau buka gopay tiba-tiba langsung keluar sendiri dan sering sering eror!
Ahmad Dahlan,5,9/11/2022 12:08,negatif,"Ini kenapa ya? Setiap mau buka aplikasi gojek. tutup sendiri, sudah coba install ulang. Tetap tidak bisa! Padahal butuh akses gopay.."
Rudi Sumantoh,1,9/11/2022 12:05,negatif,HAPUS SAJA APLIKASINYA.. PINDAH KE YANG LEBIH JELAS BONUSNYA.. INI MESKIPUN PAKAI GOPAY SUSAH BANGET DAPAT BONUS!!
Mochammad Toha,5,9/11/2022 12:04,positif,"Sangat membantu apalagi gopay yang fiturnya lengkap,,,,"
Raditya Erlangga,5,9/11/2022 12:01,positif,Bagus banget gopay bermanfaat untuk saya karena sering belanja online
Nurjanah Bayhakki,3,9/11/2022 12:01,positif,"senang, bisa sering dapat bonus karena bayar lewat gopay"
Muhammad Taufik,5,9/11/2022 11:59,positif,"Terima kasih, pasti aman kalau transaksi dengan gopay"
agus Gun,1,9/11/2022 11:57,negatif,"Kecewa, saya pesan makanan, setelah lama menunggu , tiba-tiba batal tanpa alasan, sudah bayar pakai gopay"
Fatma Meidiyana,1,9/11/2022 11:53,negatif,"Sudah malas pakai gofood karena gak bisa diskon lebih, meskipun bayar pakai gopay"
Mala Althafunnisa,1,9/11/2022 11:48,negatif,kecewa karena limit gopay later diblokir padahal saya membayar tagihan sebelum jatuh tempo.
komalasari dewi,3,9/11/2022 11:38,negatif,akun saya tidak pernah dapat diskon makanan dan kalau bayar pakai gopay jadi mahal sekarang
Handoko Wp,5,9/11/2022 11:33,positif,"sangat membantu untuk belanja online, gojek dan gopay terima kasih"
slamet mulyono,3,9/11/2022 11:28,negatif,"Mau pesan.. waktu sudah isi saldo di gopay, harga jadi berubah, aneh"
rusdi doang,5,9/11/2022 11:20,positif,Oke banget gopay bisa jadi untuk simpan uang dan transaksi!!
Dayang Setia,1,9/11/2022 11:19,negatif,"suka keluar"" sendiri aneh, gopay juga kadang eror.. Mengecewakan"
Putra Abbasi,1,9/11/2022 0:57,negatif,"kecewa sama aplikasi ini, respon lama dan pengiriman juga lama ,, tolong diperbaiki, Jangan menyusahkan juga shopeepay"
Catur Rahayu,5,9/11/2022 0:56,positif,Belanja semua di shopee.. pakai shopeepay kalau bayar online
Dani hidayat,5,9/11/2022 0:40,positif,Mantap dan membantu. memudahkan proses transaksi fitur shopeepay!! 
Tirto Gaming,3,9/11/2022 0:38,positif,Shopeepay sangat membantu transaksi untuk saya yang punya usaha di shopee..
SURYO BOYO,5,9/11/2022 0:33,negatif,"lemotnya membutuhkan kesabaran ,segera diperbaiki.. cek shopeepay jadi terganggu"
Hari Maestro,3,9/11/2022 0:27,positif,Nayaman dipakai aplikasinya.. Semoga dapat bonus banyak..
Nadeak Margana,1,9/11/2022 0:27,negatif,"Pakai shopeepay sudah gak ada gratis ongkir.. Malas sekarang, jadi pindah ke toko sebelah saja."
Queenn bee,1,9/11/2022 0:18,negatif,saldo shopeepay hilang kemana?? Kenapa semakin banyak masalah
Raditya Andhika,1,9/11/2022 0:11,negatif,"Aplikasi buruk,,,sangat buruk, shopeepay sering gangguan.. Kebiasaan!!"
Solihin Sony,1,9/11/2022 0:07,negatif,"Shopeepay sekarang lemot membuat emosi, buang waktu banget!!"
Vena aditya,5,9/11/2022 0:01,positif,keren banget shopee.. Udah lengkap ada fitur shopeepay untuk transfer ke bank
Sera Annisa,4,9/10/2022 21:55,positif,"Sangat mudah pengisian saldo shopeepay, dijamin aman"
A.syahril Amiruddin,5,9/10/2022 21:54,positif,"Bagus dan mantap ayok pakai shopee, fitur shopeepay mantap"
andi rustono,5,9/10/2022 21:43,positif,Rekomendasi banget pakai shopee.. lengkap ada shopeepay yang bisa transfer ke bank juga
eka arya pramudawardana,4,9/10/2022 21:43,positif,suka pakai shopeepay  karena selalu ada promo menarik 
Melinda M,4,9/10/2022 21:40,positif,"Bagus ya cukup,, buka shopeepay juga aman dan cukup lancar, cepat masuk..."
Ogi Prince,5,9/10/2022 21:32,positif,Sangat membantu bisa beli di shopee bayarnya pakai shopeepay� 
Firman Syah,5,9/10/2022 21:27,positif,Shopee bagus jadi mudah mencari barang. Bayar bisa pakai shopeepay..
Reza Ocill,5,9/10/2022 21:22,positif,"Shopeepay mantap jadi aplikasi terbaik, untuk transaksi uang.."
Putra Zero,4,9/10/2022 21:16,positif,"Saya suka belanja bayar pakai shopeepay, semoga shopee semakin sukses."
Dedy Mantul,4,9/10/2022 20:36,positif,"Suka banget shopee,, Jadi semangat simpan uang di shopeepay,, pasti aman!!!"
Tris Alfonso Fernandez,4,9/10/2022 20:31,positif,"Saya beruntung pakai shopee. Fiturnya lengkap, shopeepay membantu untuk bayar online"
Badaruddin Bakran,4,9/10/2022 19:55,negatif,"Kalau mau buat layanan pengiriman jangan lama estimasinya, lemot.. Shopeepay juga kadang gangguan"
Unknown,4,9/10/2022 19:33,positif,"Cukup bagus,, saya sering belanja dan bayar pakai shopeepay"
jepri jepri saprianto,4,9/10/2022 19:31,positif,"Oke, sejauh ini pakai shopeepay aman, lancar selalu"
Irfan Now,5,9/10/2022 19:01,positif,Shopeepay sangat mudah digunakan untuk kebutuhan belanja dan juga kirim uang
Syafrudin Syafrudin,4,9/10/2022 18:52,positif,Semoga sukses.. Terima kasih shopeepay karena punya fitur transaksi lengkap
Rofy Ahmad,4,9/10/2022 18:46,positif,Shopeepay layanan transfer online yang murah dan terpercaya.
Fiki Fendi kurniawan,5,9/10/2022 18:36,positif,"Ini fitur lengkap banget, dan shopeepay berguna untuk saya yang punya usaha"
Vikal Mail,5,9/10/2022 18:29,positif,"mantap shopeepay semakin bagus aplikasinya, pasti pengguna puas"
Maria Dewi,4,9/10/2022 18:25,positif,"Bagus, nyaman pakai shopeepay untuk bayar tagihan dan belanja.."
Ridwan Maulana,5,9/10/2022 18:23,positif,"Aplikasi terbaik.. sering pakai shopeepay untuk transfer, karena gratis"
Isran Yudhistira,5,9/10/2022 18:21,positif,Sangat baik dan lancar transfer uang lewat shopeepay..!!!
Kim O,4,9/10/2022 18:16,positif,Enak simpan di shopeepay. kalau isi saldo juga mudah dan aman
Paramitha Ecky,5,9/10/2022 18:14,positif,"Shopee cukup baik. Semoga lebih baik lagi, pakai shopeepay banyak bonus"
muhammad syahri,1,9/10/2022 18:13,negatif,"aplikasi lemot parah,, transfer uang 1 jam dari shopeepay gak masuk ke rekening tujuan,,, kecewa berat"
Sukri tri,5,9/10/2022 18:11,negatif,Kenapa kalau belanja tidak bisa menggunakan shopeepay?? Katanya sedang perbaikan??
awal udin,1,9/10/2022 18:09,negatif,"Iklan aplikasi ini, sangat menyebalkan, mengganggu.. mau buka shopeepay jadi lemot"
Adek Ke038,1,9/10/2022 18:05,negatif,Bisa tidak sehari saja gak ada iklan?? Payah.... Hanya butuh shopeepay saja ribet banget
Try Purwanti,5,9/10/2022 15:37,positif,"Ini aplikasi bagus banget, bermanfaat untuk belanja online"
ade abidin,5,9/10/2022 15:37,positif,"sangat membantu, proses cepat, kirim gampang."
Anton Aja,1,9/10/2022 15:36,negatif,Aplikasi tidak jelas.. Banyak keluhan tidak ada jawaban yang jelas� menyesal pakai aplikasi dana..
Wandy saputra108,1,9/10/2022 15:34,negatif,"Aplikasi buruk apa ini?? premium aja susah, data sudah lengkap tapi tidak diproses"
Abdul Muis,5,9/10/2022 15:32,positif,dana memudahkan transaksi ke bank dan aplikasi lain
Raffi Alvarez,3,9/10/2022 15:32,positif,Semoga semakin banyak fiturnya yang memudahkan pengguna
